type,title,director,cast,country,date_added,release_year,description,duration_number,duration_unit,rating_category,genres_list
Movie,Brother Jekwu,Charles Uwagbai,"Mike Ezuruonye, Juliet Ochienge, Angela Okorie, Huddah Monroe, Catherine Kamau, Naomi Mburu, Derrick Aduwo, Chris Kamau, Abubakar Salum, Celebrity Landlord",Nigeria,2021-08-11,2016,"Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.",101.0,min,Teens - Suitable for over 14 years,"['Comedies', 'International Movies']"
Movie,The Kissing Booth 3,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings","United Kingdom, United States",2021-08-11,2021,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.",114.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Romantic Movies']"
Movie,Quartet,Dustin Hoffman,"Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Andrew Sachs, Sheridan Smith, David Ryall, Trevor Peacock, Gwyneth Jones",United Kingdom,2021-08-08,2012,"To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.",98.0,min,Teens - Suitable for over 13 years,"['Comedies', 'Dramas', 'Independent Movies']"
Movie,Slay,Adze Ugah,"Enhle Mbali, Ramsey Nouah, Dawn Thandeka Kang, Idris Sultan, Tumi Morake, Trevor Gumbi, Lillian Dube, Kaly Bossy Asante, Shaleen Surtie, Fabian Lojege",South Africa,2021-08-08,2021,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",86.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,The Paper Tigers,Quoc Bao Tran,"Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park, Matthew Page, Joziah Lagonoy, Raymond Ma",United States,2021-08-07,2021,"After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",111.0,min,Teens - Suitable for over 13 years,"['Action & Adventure', 'Comedies']"
Movie,Quam's Money,Kayode Kasum,"Falz, Nse Ikpe-Etim, Williams Uchemba, Toni Tones, Michelle Dede, Karibi Fubara, Buchi Ojei, Jemima Osunde, Blossom Chukwujekwu, Gbubemi Ejeye, Badmus Olakunle",Nigeria,2021-08-06,2020,"In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",115.0,min,Mature - Suitable for adults only,"['Comedies', 'Dramas', 'International Movies']"
Movie,Vivo,"Kirk DeMicco, Brandon Jeffords","Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos, Brian Tyree Henry, Gloria Estefan, Michael Rooker, Nicole Byer","Canada, United States",2021-08-06,2021,A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,100.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Music & Musicals']"
Movie,Chennai Express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,2021-08-05,2013,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,135.0,min,Teens - Suitable for over 14 years,"['Action & Adventure', 'Comedies', 'International Movies']"
Movie,Esperando la carroza,Alejandro Doria,"Luis Brandoni, China Zorrilla, Antonio Gasalla, Julio De Grazia, Betiana Blum, Monica Villa, Juan Manuel Tenuta, Andrea Tenuta, Cecilia Rossetto, Enrique Pinti",Argentina,2021-08-05,1985,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?,95.0,min,Mature - Suitable for adults only,"['Comedies', 'Cult Movies', 'International Movies']"
Movie,Beethoven,Brian Levant,"Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish",United States,2021-08-01,1992,"A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",87.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies']"
Movie,Beethoven's 2nd,Rod Daniel,"Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn",United States,2021-08-01,1993,"After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",88.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies']"
Movie,Beowulf,Robert Zemeckis,"Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom",2021-08-01,2007,This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.,114.0,min,Teens - Suitable for over 13 years,"['Action & Adventure', 'Sci-Fi & Fantasy']"
Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker","United States, Canada",2021-08-01,2009,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",90.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Movie,Ferris Bueller's Day Off,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close",United States,2021-08-01,1986,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.",103.0,min,Teens - Suitable for over 13 years,"['Classic Movies', 'Comedies', 'Cult Movies']"
Movie,Good Luck Chuck,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada",2021-08-01,2007,"Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",99.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'Romantic Movies']"
Movie,Major Payne,Nick Castle,"Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside, Albert Hall, Ross Bickell, Orlando Brown, Peyton Chesson-Fohl, Steven Martini",United States,2021-08-01,1995,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.,97.0,min,Teens - Suitable for over 13 years,['Comedies']
Movie,My Girl 2,Howard Zieff,"Anna Chlumsky, Austin O'Brien, Dan Aykroyd, Jamie Lee Curtis, Richard Masur, Christine Ebersole, Angeline Ball",United States,2021-08-01,1994,A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.,99.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies', 'Dramas']"
Movie,Open Season: Scared Silly,David Feiss,"William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis","United States, Canada",2021-08-01,2015,"When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",85.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies']"
Movie,Pineapple Express,David Gordon Green,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard",United States,2021-08-01,2008,"After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",112.0,min,Restricted - Suitable for adults (contains adult material),"['Action & Adventure', 'Comedies']"
Movie,Planet 51,Jorge Blanco,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict","Spain, United Kingdom, United States",2021-08-01,2009,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",91.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']"
Movie,Poms,Zara Hayes,"Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan","United Kingdom, United States",2021-08-01,2019,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",91.0,min,Teens - Suitable for over 13 years,['Comedies']
Movie,Team America: World Police,Trey Parker,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Magritte, Jeremy Shada, Fred Tatasciore","United States, Germany",2021-08-01,2004,"In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",98.0,min,Restricted - Suitable for adults (contains adult material),"['Action & Adventure', 'Comedies', 'Cult Movies']"
Movie,The Edge of Seventeen,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside","United States, China",2021-08-01,2016,A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,105.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'Dramas']"
Movie,The Last Boy Scout,Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill",United States,2021-08-01,1991,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,105.0,min,Restricted - Suitable for adults (contains adult material),"['Action & Adventure', 'Comedies']"
Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",United States,2021-08-01,2010,The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.,125.0,min,Teens - Suitable for over 13 years,"['Comedies', 'Romantic Movies']"
Movie,The Last Mercenary,David Charhon,"Jean-Claude Van Damme, Alban Ivanov, Éric Judor, Patrick Timsit, Miou-Miou, Assa Sylla, Samir Decazza, Valérie Kaprisky, Djimo, Nassim Lyes",Non disponibile,2021-07-30,2021,A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet.,112.0,min,Mature - Suitable for adults only,"['Action & Adventure', 'Comedies', 'International Movies']"
Movie,Flower Girl,Michelle Bello,"Damilola Adegbite, Chris Attoh, Chuks Chukwujekwu, Blossom Chukwujekwu, Eku Edewor, Bikiya Graham Douglas",Nigeria,2021-07-29,2013,"When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor.",94.0,min,Parental Guidance - Parents urged to give parental guidance under 12 years,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Resort to Love,Steven Tsuchida,"Christina Milian, Jay Pharoah, Sinqua Walls, Tymberlee Hill, Jeryl Prescott Gallien, Christiani Pitts, Karen Obilom, Alexander Hodge, T.J. Power, Sylvaine Strike, Kayne Lee Harrison",Non disponibile,2021-07-29,2021,"Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married.",102.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Romantic Movies']"
Movie,Mimi,Laxman Utekar,"Kriti Sanon, Pankaj Tripathi, Sai Tamhankar, Manoj Pahwa, Supriya Pathak, Evelyn Edwards",Non disponibile,2021-07-27,2021,"An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns.",132.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Dramas', 'International Movies']"
Movie,A Second Chance:  Rivals!,Clay Glen,"Emily Morris, Stella Shute, Eva Grados, India Colombi, Nina Pearce, Adam Tuominen, Carmel Johnson, Natasha Wanganeen, Elysia Markou, Alexander Lloyd, Amy Handley",Australia,2021-07-23,2021,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",91.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Sports Movies']"
Movie,Bankrolled,Marcos Bucay,"Aldo Escalante, Ricardo Polanco, Natalia Téllez, Fabrizio Santini, SeoJu Park, María Chacón, Giuseppe Gamba, Sebastián Zurita",Non disponibile,2021-07-23,2021,Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Then they have to come up with the app.,97.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies']"
Movie,Chhota Bheem - Dinosaur World,Sidheswar Shukla,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj",Non disponibile,2021-07-22,2015,"When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat.",65.0,min,Kids - Suitable for all children,['Children & Family Movies']
Movie,Chhota Bheem - Neeli Pahaadi,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Non disponibile,2021-07-22,2013,"Things get spooky when Bheem and his buddies travel to the border of Dholakpur, known for its eerie history and rumored to be haunted.",64.0,min,Older Kids - Suitable for children over 7 years,['Children & Family Movies']
Movie,Chhota Bheem & Ganesh,Rajiv Chilaka,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",Non disponibile,2021-07-22,2009,"Bheem and Lord Ganesha join forces to save Dholakpur from fire-spitting dragons, who have also captured Ganesh’s mouse companion!",68.0,min,Older Kids - Suitable for children over 7 years,['Children & Family Movies']
